program	FactoryGame-Engine-Win64-Shipping.dll
tag	UE5.2-Satisfactory
image_base	180000000
language	x86:LE:64:default
language_version	4
compiler_spec	windows
meta.# of Bytes	32322464
meta.# of Data Type Categories	249325
meta.# of Data Types	770047
meta.# of Defined Data	901778
meta.# of Functions	86668
meta.# of Instructions	4135676
meta.# of Memory Blocks	10
meta.# of Symbols	1130541
meta.Address Size	64
meta.Analyzed	true
meta.Compiler	visualstudio:unknown
meta.Compiler ID	windows
meta.Created With Ghidra Version	12.1.2
meta.Date Created	Sun Jul 26 13:10:09 GMT+08:00 2026
meta.Endian	Little
meta.Executable Format	Portable Executable (PE)
meta.Executable MD5	74169a57b1ee2da744c9b464811902bf
meta.Executable SHA256	d54b4af1f152b5f81dd84fd8f8b7068f25d319248aec5422d80ad8820a125418
meta.Language ID	x86:LE:64:default (4.7)
meta.Maximum Address	ff0000184f
meta.Minimum Address	180000000
meta.PDB Age	1
meta.PDB File	FactoryGame-Engine-Win64-Shipping.pdb
meta.PDB GUID	0a7d0e4a-62cd-40f3-b53e-2779a275defe
meta.PDB Loaded	true
meta.PDB Version	RSDS
meta.PE Property[CompanyName]	Epic Games, Inc.
meta.PE Property[FileDescription]	FactoryGame
meta.PE Property[InternalName]	UnrealEngine
meta.PE Property[LegalCopyright]	Copyright Epic Games, Inc. All Rights Reserved.
meta.PE Property[OriginalFilename]	FactoryGame-Engine-Win64-Shipping.dll
meta.PE Property[ProductName]	FactoryGame
meta.PE Property[ProductVersion]	++FactoryGame+rel-main-0.8.0-CL-264901
meta.PE Property[Translation]	4b00409
meta.Preferred Root Namespace Category	
meta.Processor	x86
meta.Program Name	FactoryGame-Engine-Win64-Shipping.dll
meta.RTTI Found	false
meta.Relocatable	true
meta.SectionAlignment	4096
meta.Should Ask To Analyze	false
functions	86668
instructions	4135676
defined_data	901778
datatypes	770047
has_pdb_applied	yes
analysis_state	DISASSEMBLED
symbols	966100
symbols_global	771194
symbols_sha256	beaa1db144098fead4ec5516ebf30815425373d7318c47290eb70fe142bcf12b
symbols_source.ANALYSIS	53723
symbols_source.DEFAULT	443935
symbols_source.IMPORTED	468442
