program	UE4Game.exe
tag	UE4.10-GameDev
image_base	140000000
language	x86:LE:64:default
language_version	4
compiler_spec	windows
meta.# of Bytes	84852552
meta.# of Data Type Categories	4
meta.# of Data Types	134
meta.# of Defined Data	840853
meta.# of Functions	195451
meta.# of Instructions	0
meta.# of Memory Blocks	9
meta.# of Symbols	196608
meta.Address Size	64
meta.Analyzed	false
meta.Compiler	visualstudio:unknown
meta.Compiler ID	windows
meta.Created With Ghidra Version	12.1.2
meta.Date Created	Wed Jul 29 20:01:38 GMT+08:00 2026
meta.Endian	Little
meta.Executable Format	Portable Executable (PE)
meta.Executable MD5	dcd73f1c12d1a7de12f0e9060278ffe1
meta.Executable SHA256	6be823a04d0efb92aa7e71c208aac53c2d826073b579c2cef2421af933c12966
meta.Language ID	x86:LE:64:default (4.7)
meta.Maximum Address	1450ef1ff
meta.Minimum Address	140000000
meta.PDB Age	1
meta.PDB File	UE4Game.pdb
meta.PDB GUID	4b2893ea-6751-47ff-b2ff-f9fe6c9229a5
meta.PDB Version	RSDS
meta.PE Property[CompanyName]	Epic Games, Inc.
meta.PE Property[FileDescription]	Unreal Engine
meta.PE Property[InternalName]	UnrealEngine
meta.PE Property[LegalCopyright]	Copyright 1998-2015 Epic Games, Inc. All Rights Reserved.
meta.PE Property[OriginalFilename]	UE4-Launch.lib
meta.PE Property[ProductName]	Unreal Engine
meta.PE Property[ProductVersion]	4.10.4-2872498+++depot+UE4-Releases+4.10
meta.PE Property[Translation]	4b00409
meta.Preferred Root Namespace Category	
meta.Processor	x86
meta.Program Name	UE4Game.exe
meta.Relocatable	true
meta.SectionAlignment	4096
meta.Should Ask To Analyze	true
functions	195451
instructions	0
defined_data	840853
datatypes	134
analysis_state	ANALYSED
symbols	569069
symbols_global	568105
symbols_sha256	15dd44f83b116edd02c6b9b7d8a50033303b012e3f960e98739827e606049adf
symbols_source.DEFAULT	567742
symbols_source.IMPORTED	1327
